ラベル	満足度	文章	会員ID
自然の恵み	1	自然に囲まれた空間が多い	1234903354
移動・交通	-1	以前よりバス路線の本数が減った	1234903354
医療・福祉	-1	土日、祝日でも受診出来る病院を増やして欲しい	1234903354
移動・交通	1	自宅から都心へ公共交通機関で短時間で行ける	1235155709
自然災害	1	自然災害がインフラ整備されれている	1235155709
事故・犯罪	-1	地域内の泥棒や押し入れ訪問(詐欺行為)が散見しているのでパトロールの強化	1235155709
事故・犯罪	-1	警察官の増員や町内に交番設置	1235155709
医療・福祉	1	大きな病院が近くに複数ある。	1231748694
買物・飲食	1	お店が近くに沢山ある。	1231748694
公共空間	-1	道路幅が狭い。根本的解決は難しいのかもしれませんが、道路近くの土地を行政が買収したりして、改善して欲しい。安全を確保して欲しい。	1231748694
自然災害	-1	市役所移転を実行して欲しい。移転先も水害に弱いようなので、一階部分は、駐車場にするなど、対策はして欲しい。	1231748694
住宅環境	1	静かで住みやすい気候	1236644266
自然の恵み	1	山も海もある	1236644266
医療・福祉	-1	病院が診療所しかない	1236644266
移動・交通	-1	行楽シーズンは渋滞が激しい	1236644266
買物・飲食	1	回りにたくさんあり便利。	1234336333
医療・福祉	1	回りにたくさんあり便利##	1234336333
移動・交通	-1	自転車道路の充実。##	1234336333
住宅環境	-1	騒音問題##	1234336333
都市景観	1	利便性が高く、気分も晴ればれする。	1230818698
移動・交通	1	どこに行くにも利便性がよい。	1230818698
子育て	-1	近場に保育園が少ない。	1230818698
初等・中等教育	-1	地域によるが通学距離が長い	1230818698
医療・福祉	1	総合病院が複数有る	1236114594
地域行政	1	公民館が小学校区毎に整備されていて、証明書等の行政サービスが充実している	1236114594
移動・交通	-1	人口25万人の都市なのに鉄道駅がJR1駅しか無い	1236114594
買物・飲食	-1	駅前商業施設は撤退が進み閑散としている。郊外に大型ショッピング施設はあるがパッとしない。全国的に有名な核となるブランドの商業施設が欲しいところです有る	1236114594
買物・飲食	1	コスパ	1236907692
移動・交通	1	徒歩で行ける距離	1236907692
医療・福祉	-1	今後に向けての理想	1236907692
住宅環境	-1	夜間うるさい	1236907692
買物・飲食	1	スーパーがたくさんあるので便利です。	1231841983
移動・交通	1	バスや相鉄線など色々あるので便利だからです。	1231841983
医療・福祉	-1	いい病院がない。	1231841983
自然の恵み	-1	自然が少なすぎる。	1231841983
住宅環境	1	ごちゃごちゃしていなくて住みやすい	1232529678
移動・交通	1	どこに行くにも便利	1232529678
自然景観	-1	もっと公園が多いと良い	1232529678
医療・福祉	-1	病院の待ち時間が長い	1232529678
都市景観	1	自宅から程よい距離にみなとみらいやランドマークタワーなど有名観光地がある。	1227793391
自然の恵み	1	都市中心部は発展しているが、郊外はまだ田舎の風情を残している。	1227793391
子育て	-1	子供の医療費用助成や中学校休職、学童の助成などは全国でもワースト1位のレベル。	1227793391
子育て	-1	子育て世代への助成が他の政令指定都市より遥かに遅れている。	1227793391
移動・交通	1	いっぱい	1234200662
買物・飲食	1	サービス	1234200662
事故・犯罪	-1	やくざいっぱい	1234200662
住宅環境	-1	朝鮮人うざい	1234200662
自然景観	1	強いて言えば。##左富士とか。	1229531148
自然景観	1	強いて言えばなので、特にない	1229531148
地域行政	-1	市長がバカすぎる	1229531148
医療・福祉	-1	中核病院が少ない	1229531148
医療・福祉	1	人工透析患者数日本一で無料で出来る	1232223858
買物・飲食	1	横浜独自の食文化が楽しめて満足	1232223858
移動・交通	-1	暴走車両がいまだに多く見られる	1232223858
住宅環境	-1	居住地域によって色々制約があり不便(低層住宅、車両通り抜け禁止等)	1232223858
自然景観	1	緑が多くて、野鳥などが多く住んでいる	1230315777
移動・交通	1	自動車が無くても、生活できる	1230315777
買物・飲食	-1	もっと、お店があると便利	1230315777
環境共生	-1	騒音問題がある	1230315777
子育て	1	子育て支援の充実は周辺の自治体に影響をもたらすぐらい##充実していると感じているので。	1226718603
自然災害	1	所々地盤が緩く低い土地があるものの、##全般的には地盤が固く高い土地の地域が多い分、##いろんな災害が起きにくい環境にあるので。	1226718603
デジタル生活	-1	もう少し手続きを含めていろんな面でデジタル化を進めて良いと思いますし、##自治体が管理する公衆Wi-Fiをもっと使える場所を広げて欲しい。	1226718603
医療・福祉	-1	医療はまずまずではあるものの老人福祉の充実は##今の高齢化社会を考えてももっと支援をしてあげて欲しい。##介護現場はかなり厳しそうな状況を知っているので。	1226718603
住宅環境	1	提示されたすべての項目において、満足できているものはなかったので、とりあえず少しはマシかなと思う住環境にしました。家の前は急な坂道で高齢者には厳しいですが。静かでのんびり過ごすには良い場所です。一方、市内の限界集落のようなところなのでどこに行くにしても、何をするにも不便。「ぽつんと一軒家」状態を体現しています。	1232221161
自然の恵み	1	住宅地なので自然というものはないのですが、とりあえず徒歩数分のところに樹木が多く広めの公園があるので。ただし、深い谷戸の公園なのであ、歩くのは大変です。	1232221161
移動・交通	-1	最寄りの駅まで徒歩25～30分。いくつかの路線バスが走っていますが、停留所までは徒歩10分以上。本数も少なく、行き先によっては2時間に1本程度の場所も。そのため、若い世帯が減り高齢者ばかりですが、移動手段がほぼないので引きこもり気味です。	1232221161
自然災害	-1	築年数が古い木造住宅が多く、能登半島などで発生した規模の地震があれば、多くの建物が倒壊・火災によって消失されると思われます。一方、行政からの案内や指導、支援はほぼなく、「自分で何とかしろ」状態です。一部は急傾斜地にあり崩れたこともありますが、人が死んだり取り返しのつかない被害がおきたりしなければ行政が動かないのは、何とかしてほしいです。	1232221161
買物・飲食	1	近所にロープライスのスーパーがある。	1231140819
住宅環境	1	自然が豊か。	1231140819
移動・交通	-1	夜間の路線バスの減便を再検討（減便前の状態）に戻してほしい。	1231140819
事故・犯罪	-1	職場前の道路の交通事故が多いので、制限速度を低くしてほしい。	1231140819
医療・福祉	1	徒歩圏内に各種クリニック、総合病院がある。近距離にはリハビリ専門病院、デイサービスが多数ある。##	1230528754
買物・飲食	1	徒歩圏内にスーパー、ドラックストア、コンビニ、ラーメン屋、マック等、吉野家等一通りある。	1230528754
環境共生	-1	商店街に駐車場がなく車だと買い物しにくい。	1230528754
都市景観	-1	昔ながらの個人商店が多く、焦点を閉鎖してシャッターを閉め、二階に居住しているいわゆるシャッター街がある。	1230528754
子育て	1	充分に教育を受けられる機会がしっかりしている	1230491125
医療・福祉	1	病院に行くのが近い	1230491125
住宅環境	-1	家賃が高過ぎるのでもう少し手頃になって欲しい	1230491125
事故・犯罪	-1	夜中にバイクや車の騒音が気になる	1230491125
自然災害	1	災害が少ない	1233607014
自然景観	1	緑が多い	1233607014
移動・交通	-1	バスが減っている	1233607014
事故・犯罪	-1	事故が多い	1233607014
初等・中等教育	1	いいぜ	1234229758
公共空間	1	いいぜ	1234229758
買物・飲食	-1	いいぜ	1234229758
事故・犯罪	-1	在日コリアン	1234229758
移動・交通	1	東京地区に横須賀線、京浜東北線、東急東横線、目黒線、田園都市線、小田急、京王、京浜急行などJR,私鉄など鉄道路線が充実しています。横浜市内も横浜市営地下鉄があり、便利です。	1226955311
自然景観	1	東京地区より人口密度が低く、緑化地域、公園など自然環境が多いです。こどもの国、ズーラシア、八景島シーパラダイスなどの東京にはない大型の自然と融合されたレジャー施設もあります。	1226955311
子育て	-1	東京都に比べて子育て政策が後追いであることは否めません。教育費実質無料化、保育園の整備など、まず東京が先行してから、導入され、行政の補助内容も東京より見劣りします。	1226955311
自然災害	-1	東京直下地震、東南海地震に対する備えが心配です。現状でも風水害の際の大規模停電を経験しており、社会インフラが脆弱です。東京より電力の地下化など進めやすいように思えますが、人口密集地域の災害対策が十分とは思えないです。	1226955311
買物・飲食	1	自宅から徒歩で行かれるスーパーや飲食店がたくさんあります。買い物も外食も、ほぼ選び放題です。	1226510147
移動・交通	1	最寄り駅まで、徒歩で１２分程度で行かれますし、そこで電車に乗れば乗り換え無しで、かなりの所まで行かれるので、とても便利です。	1226510147
事故・犯罪	-1	大都市なので、犯罪や交通事故は、とても多いと感じているからです。	1226510147
初等・中等教育	-1	中学校では、未だに給食がありません。全国的にも珍しく遅れています。	1226510147
遊び・娯楽	1	満足していない。しかたなく選んだ	1232353113
地域行政	1	設問2と同じ	1232353113
医療・福祉	-1	どれか一つに絞れない。どれも改善してほしい。	1232353113
初等・中等教育	-1	設問6に同じ	1232353113
住宅環境	1	静かで住みやすい。##気候が温暖。	1234348407
移動・交通	1	駅が近くにあり、本数も多い。	1234348407
医療・福祉	-1	大病院がない。	1234348407
自然災害	-1	津波が心配	1234348407
買物・飲食	1	駅近くにデパートや飲食店、スーパーなどがたくさんあり便利なので満足しています	1236114944
移動・交通	1	最寄り駅に近く、都心に移動するにも利便性がとても良いので満足しています	1236114944
環境共生	-1	ここ最近、木の伐採が盛んにされており見直してほしい	1236114944
自然の恵み	-1	住宅建築などが盛んに行われており公園などの自然環境が減っているように感じられるので公園など自然を増やす取り組みを行ってほしい	1236114944
自然景観	1	海、山両方での楽しみ方ができる。	1230571103
移動・交通	1	私鉄とJRどちらも利用できるのは利点。	1230571103
医療・福祉	-1	小さい病院しかない。先日急性疾患になり夜間救急とされている逗葉医療センターにいきましたが設備はなく、レントゲン技師も時間前に閉めてしまっているという杜撰な状況。結局近隣の自治体の救急対応病院へ自分の足で向かう羽目に。風邪しか診れないので意味がない。総合病院誘致の話がでては反対勢力のおかげで立ち消え。近隣の市に頼りっきりで恥ずかしくないのかと考える。	1230571103
公共空間	-1	道路など公共部分の設備の老朽化がとても目立つ。	1230571103
移動・交通	1	都内までもあまり遠くないため	1231556660
買物・飲食	1	美味しいものが気軽に行けて食べれるから	1231556660
地域行政	-1	住民税が高い	1231556660
自然景観	-1	マンションとかどんどんたって緑が減っている	1231556660
買物・飲食	1	周辺に店舗等の施設が多いから	1231606908
移動・交通	1	駅、バス停が近いから	1231606908
事故・犯罪	-1	周辺に窃盗被害が多いから	1231606908
遊び・娯楽	-1	周辺に娯楽の施設が少ない	1231606908
公共空間	1	安全面で生活環境が良い。	1234688458
環境共生	1	環境面で暮らしやすい。	1234688458
地域行政	-1	行政手属きはある程度コンビニで出来るようになったが、物足りない。	1234688458
自然景観	-1	時に不満は無いが、もう少し近代感があれば良い。	1234688458
デジタル生活	1	ほかの項目で満足できるものがなかったので、やむを得ず選んだ	1228424176
住宅環境	1	これも満足しているわけでなく、仕方なくあえて選んだ	1228424176
移動・交通	-1	最寄り駅が遠いので、バス便が現状以上に不便にならないようにしていただきたい	1228424176
医療・福祉	-1	家族の健康が気がかりになってきたので	1228424176
買物・飲食	1	国道が近くにあるので、食べ物屋さんもあるし、ディスカウントストアもあるし、物価が安いから	1231413074
事故・犯罪	1	治安が良いから	1231413074
移動・交通	-1	坂道が多いから自転車が大変だが、バスは通っていないから大変	1231413074
医療・福祉	-1	他の地域は高校生まで医療費が無料だが、これからやっと高校生まで無料になるから少し他の地域よりも遅い。	1231413074
自然の恵み	1	海に近くて行きたい時に行けること	1233895758
子育て	1	子供も多くおり、子供達の環境はよい	1233895758
地域行政	-1	藤沢市や平塚市は住民に手厚い。茅ヶ崎市も還元されるような行政をして欲しい	1233895758
移動・交通	-1	狭い道路がまだまだ多く整備してほしい。	1233895758
自然の恵み	1	緑が多く公園も多い	1225069777
事故・犯罪	1	穏やかに生活ができているから	1225069777
移動・交通	-1	バスを遅くまで運行してほしい	1225069777
遊び・娯楽	-1	アクティブに楽しめる空間が欲しい	1225069777
医療・福祉	1	コロナで入院した時の対応	1231095165
買物・飲食	1	充実している	1231095165
デジタル生活	-1	スマホで簡単に申請	1231095165
自然災害	-1	なんとなく	1231095165
デジタル生活	1	手間なく沢山の情報が得られるから	1236915241
移動・交通	1	都市部は交通が発達しており快適	1236915241
事故・犯罪	-1	治安の維持	1236915241
自然災害	-1	防災都市の構築	1236915241
買物・飲食	1	徒歩1分程度ところにコンビニが２店舗ありスーパーも徒歩3分程度のところに1店舗あるから	1231344122
移動・交通	1	今住んでいるマンションの目の前にバス停があり、そのバス停がＪＲや京急の6か所の駅に行けるので	1231344122
公共空間	-1	今住んでいるマンションの目の前にエホバの証人の建物があり信者が日曜日にたくさん来られ、その信者の大半は、高齢者なので邪魔になることがあるから	1231344122
地域行政	-1	地域に住んでいる人に田舎では、温泉の入浴料が安くなるようなポイントがあるが今住んでいるところには、何も得になるようなポイントがない	1231344122
買物・飲食	1	家の近くに買い物する施設がたくさんあり便利	1229280043
移動・交通	1	交通の便が良い	1229280043
子育て	-1	医療費や学費の助成	1229280043
事故・犯罪	-1	人口が多く都市部なので治安の悪い地域もある	1229280043
住宅環境	1	バス電車が便利	1225699923
自然災害	1	災害に強そう	1225699923
地域行政	-1	市民向けにしてほしい	1225699923
子育て	-1	子供を大切にしてほしい	1225699923
医療・福祉	1	近くにある	1234880954
買物・飲食	1	近くにある	1234880954
遊び・娯楽	-1	近くにある	1234880954
地域行政	-1	近くにある	1234880954
移動・交通	1	横浜駅、新横浜駅、羽田空港、東京、渋谷、新宿に乗り換えなしで行け、運行本数も多い。市バスも位置情報を備えており使い勝手が良い	1231789647
買物・飲食	1	大型スーパーのイオンがあり日常の必要なものは手に入るし##電車で3分で横浜に行けるので手に入れたいものは大多数手に入る	1231789647
デジタル生活	-1	デジタル化が進んでいるので区単位に行政窓口のやり方が前近代的なことが散見すること	1231789647
自然災害	-1	地震災害の避難所などの対応について明確なものがないので不安であるのでより具体的な絵姿を示して欲しい	1231789647
自然景観	1	都市部まで近いのに水田や畑がある。	1225708517
住宅環境	1	都会ほどゴミゴミしてないが、車があれば買い物も困らない。	1225708517
子育て	-1	横浜市は手当などが少ない。	1225708517
デジタル生活	-1	電波が入らない所が結構ある。	1225708517
移動・交通	1	電車やバスで行きたいところに行きやすい。交通が発達してる点。	1236955971
住宅環境	1	閑静な住宅街もあり、住みやすい点	1236955971
都市景観	-1	都市部に緑が少ないと感じるため緑を増やしてほしい	1236955971
事故・犯罪	-1	イメージとして犯罪が多いと思われているため、イメージ改善に努めて欲しい	1236955971
移動・交通	1	小田急線がとても便利。	1228555505
自然景観	1	四季折々の自然が感じられる。	1228555505
買物・飲食	-1	市全域で開発を進めてほしい。	1228555505
デジタル生活	-1	ITをもっと活用してほしい。	1228555505
医療・福祉	1	福祉の町と言われる通りだから	1234401157
買物・飲食	1	安くて品も豊富	1234401157
事故・犯罪	-1	治安をしっかりしてほしい	1234401157
住宅環境	-1	ゴミが散乱している点	1234401157
住宅環境	1	治安が良く騒がしくもなく落ち着いているので、安心して住める所に満足している。	1230680990
遊び・娯楽	1	遊園地、ゲームセンター、マンガ喫茶、映画館、博物館、水族館、動物園など、様々な施設があり、期間限定の施設もあったりと、近場で色々楽しめるので満足している。	1230680990
医療・福祉	-1	どこの病院に行っても待ち時間が長い事。	1230680990
地域行政	-1	対応している時間帯が短い事。	1230680990
事故・犯罪	1	あまり事件の話を聞かない	1228431034
買物・飲食	1	スーパーがたくさんある	1228431034
移動・交通	-1	道が狭い	1228431034
住宅環境	-1	飛行機がうるさい	1228431034
移動・交通	1	バス路線が充実している	1228592825
デジタル生活	1	高速インターネットが使用できる	1228592825
住宅環境	-1	長期に放置されている空き家が多い	1228592825
都市景観	-1	長年、猥雑で整備されていないと感じる	1228592825
自然の恵み	1	田舎風景が満喫出来る	1229359426
自然の恵み	1	ただただ田舎なので	1229359426
移動・交通	-1	電車が単線	1229359426
買物・飲食	-1	不便極まりない	1229359426
買物・飲食	1	立地がいい	1231801487
遊び・娯楽	1	息抜きができる	1231801487
移動・交通	-1	混む	1231801487
買物・飲食	-1	近場にほしい	1231801487
自然の恵み	1	自然が多く、特に山、川などでキャンプを楽しめる。	1235458991
自然災害	1	自然が多いのに自然災害が少ないと思う。	1235458991
事故・犯罪	-1	地域犯罪が多いような気がします。	1235458991
移動・交通	-1	路線バスの本数と拡充してほしい。	1235458991
買物・飲食	1	必要なものが大体近場で手に入る	1235216708
移動・交通	1	移動に困ることが少ない	1235216708
医療・福祉	-1	障害者などの社会的弱者に対する援助をより拡充させてほしい	1235216708
移動・交通	-1	バスの便が少し少なくなって来ている気がするのでもう少し増やしてほしい	1235216708
移動・交通	1	駅近なこと。電車が頻繁に来て、遅れなども比較的少ない。	1233327867
買物・飲食	1	近くにスーパーやコンビニ、ドラッグストアも多くてとても便利。買い物に困らない。	1233327867
自然災害	-1	大雨が降ると河川の氾濫や水溜りのできるエリアがあること。	1233327867
事故・犯罪	-1	自分が住んでいるエリアではないが、川崎市には治安の悪いエリアがあるため、悪いイメージを持たれることがある。	1233327867
住宅環境	1	自然と都会のバランスが良い	1235822236
移動・交通	1	公共交通機関が充実している	1235822236
医療・福祉	-1	公共の高齢者福祉施設を充実させて欲しい	1235822236
都市景観	-1	電線の地下埋設など景観と利便性の向上	1235822236
移動・交通	1	時間を問わず公共交通が機能している	1229282881
買物・飲食	1	飲食店が多い	1229282881
医療・福祉	-1	みなとみらいに大型の総合病院が欲しい	1229282881
移動・交通	-1	市内に環状のlrtを運営してほしい	1229282881
自然の恵み	1	山や川など自然がたくさん有る。	1235227323
買物・飲食	1	百貨店やスーパーマーケットが有る。	1235227323
遊び・娯楽	-1	大人の遊び場を増やして欲しい。	1235227323
移動・交通	-1	公共交通機関をもっと増やして欲しい。	1235227323
買物・飲食	1	近くに安くて安心なスーパーがあり、食生活環境がよくなったから。	1227235754
移動・交通	1	駅に割りと近くて便利だから。	1227235754
地域行政	-1	税金が高いと感じている。	1227235754
住宅環境	-1	家賃が高いと感じている。	1227235754
買物・飲食	1	お店がたくさんある	1236218190
移動・交通	1	交通の便が良い	1236218190
事故・犯罪	-1	窃盗事件など各種事件が多い	1236218190
自然景観	-1	自然が少ない	1236218190
移動・交通	1	私鉄各線が揃っていて都心はもちろん各方面へのアクセスが良い	1230148982
都市景観	1	赤レンガ倉庫・中華街など歴史や文化を感じさせるものが揃っている。	1230148982
事故・犯罪	-1	横浜駅周辺やドヤ街での粗暴犯罪対策	1230148982
自然災害	-1	横浜市は坂が多く傾斜地が多いので土砂災害に弱い。土砂災害防止施設の整備を強化し、日頃の避難訓練の実施や食料などの備蓄、避難場所の確保を増やすこと。	1230148982
移動・交通	1	交通機関が充実している	1231662612
買物・飲食	1	近隣に数多く存在する	1231662612
環境共生	-1	河川の整備	1231662612
自然災害	-1	環境の整備	1231662612
自然の恵み	1	多摩川に付随する緑地や景観の良さ	1230225593
地域行政	1	行政サービスや出張所での手続きが便利だと感じる	1230225593
買物・飲食	-1	川崎から出る必要のないくらい何度も揃い、食やレジャーも充実している	1230225593
事故・犯罪	-1	少し治安の良くない地区がある	1230225593
自然景観	1	海が近い	1235940613
事故・犯罪	1	治安が良い	1235940613
移動・交通	-1	駅を作って欲しい	1235940613
子育て	-1	教育費補助が欲しい	1235940613
都市景観	1	中心部から少し離れると自然がある	1226979240
買物・飲食	1	都内に出なくても都内と同じ様なものが大体買える	1226979240
医療・福祉	-1	病院がいつも混んでる。女性特有の症状を診る病院が少ない。	1226979240
住宅環境	-1	暴走族がうるさい	1226979240
買物・飲食	1	選択肢が沢山あるから	1228236389
移動・交通	1	交通手段が選べるから	1228236389
事故・犯罪	-1	交通マナーが良くない	1228236389
自然災害	-1	大雨が降ると直ぐ水が溢れるから	1228236389
買物・飲食	1	大きなショッピングモールや小さなスーパーなどが多数あり、国道沿いや駅付近に飲食店が多数あり様々な選択肢があるため。	1231255539
移動・交通	1	都心方面に出るにも南方面に出るにもアクセスがよい小田急があったり、相鉄線があったり、横浜まで一本でいける横浜線があったりと交通の便が良いから。	1231255539
地域行政	-1	デジタルの活用でもっと便利にして欲しい。	1231255539
医療・福祉	-1	高齢者の入院数が多く病床数が足りないため現役世代の入院が厳しい状況をどうにかして欲しい	1231255539
自然の恵み	1	公園、施設が多い	1234198867
自然の恵み	1	川や景色	1234198867
住宅環境	-1	道路、信号	1234198867
買物・飲食	-1	駅周辺、夜になると飲み屋のキャッチなど治安がよくない	1234198867
買物・飲食	1	駅周辺にお店が多い。駅ビルにもいろいろなお店が入っていて便利です。	1232093776
住宅環境	1	静かです	1232093776
移動・交通	-1	七夕祭りのときに道路を封鎖するため混雑するところ	1232093776
医療・福祉	-1	施設が少ない	1232093776
移動・交通	1	東京に出るときだけでなく、羽田空港や新横浜駅にも近いので、日本全国行きやすいと思っている。	1229743442
買物・飲食	1	沢山のお店があるから。	1229743442
事故・犯罪	-1	人口が多いこともあるが、事故や犯罪数を減らせる取り組みをしてほしい。	1229743442
子育て	-1	子育てしやすい環境を作ってほしい。	1229743442
住宅環境	1	環境汚染問題が良くなり街が綺麗になった	1230857600
移動・交通	1	電車などの交通の便が良くなり都心にも出やすい	1230857600
買物・飲食	-1	川崎市はお勧めできるソールフードがない様な気がする	1230857600
地域行政	-1	ふるさと納税にもっと力を入れて税金が戻って来る様にしてほしい	1230857600
自然景観	1	湘南の海風を感じられる自然豊かで穏やかな場所だから	1235922727
住宅環境	1	近隣住民が穏やかで諍いがない。	1235922727
医療・福祉	-1	頼りになる街のドクターが少ない。	1235922727
地域行政	-1	医療や福祉に関する施策がない。	1235922727
住宅環境	1	郵便局や銀行が徒歩数分で行くことができる環境にあること。	1236838426
移動・交通	1	バス移動時に、バス停まで数分で行くことができ、最寄りの駅まで10数分で行くことができる環境であること。	1236838426
デジタル生活	-1	行政関係の申請や交付をするときに、市役所まで出向いて行う必要があり、デジタル行政関係が遅れていると感じる。	1236838426
医療・福祉	-1	高齢者福祉・支援や障害者支援などを包括的に対応できる具体的な体制や組織が不十分であると感じている。	1236838426
住宅環境	1	静かで海があり、山にも近い	1231797204
移動・交通	1	横浜、東京が通勤圏内	1231797204
医療・福祉	-1	南部地区に総合病院がないので設置してほしい。	1231797204
買物・飲食	-1	藤沢駅周辺のショッピング環境を更に改善してほしい。	1231797204
住宅環境	1	海が近い	1230835358
買物・飲食	1	お店が多い	1230835358
移動・交通	-1	東京まで遠いので特急列車がほしい	1230835358
地域行政	-1	過疎化	1230835358
買物・飲食	1	飲食店が多い	1230060768
遊び・娯楽	1	遊べるところが多い	1230060768
事故・犯罪	1	犯罪が少ない	1231578145
自然の恵み	1	東京より暖かい	1231578145
遊び・娯楽	-1	プロスポーツが見たい、コンサートも	1231578145
買物・飲食	-1	駅近くばかり便利	1231578145
移動・交通	1	電車の便が多い	1230223205
事故・犯罪	1	警察がしっかりしてる	1230223205
地域行政	-1	米軍を無くして欲しい	1230223205
買物・飲食	-1	駅前が少し寂れている	1230223205
買物・飲食	1	徒歩圏内にある	1236169336
医療・福祉	1	地域医療さかん	1236169336
自然景観	-1	里山がなくたっている	1236169336
自然景観	-1	自然を残して欲しい	1236169336
移動・交通	1	小田急の江ノ島線と小田原線が両方使える	1234360589
子育て	1	近くに保育園から中学まである	1234360589
事故・犯罪	-1	最近殺人事件があったので	1234360589
遊び・娯楽	-1	娯楽の場所がない	1234360589
移動・交通	1	通っている路線が多い	1235895537
買物・飲食	1	駅前にスーパー、ドラッグストア、100均、飲食店など生活に必要な施設が揃っている。	1235895537
事故・犯罪	-1	ストーカーが多い。変質者が多い。	1235895537
都市景観	-1	道路にゴミが落ちている	1235895537
